Date,Species,Strata,Sex,BroodAge,Length_mm
7/24/2006,chinook salmon,3,Male,5,760
7/24/2006,chinook salmon,3,Male,5,820
7/24/2006,chinook salmon,3,Male,6,730
7/25/2006,chinook salmon,3,Female,5,790
7/25/2006,chinook salmon,3,Female,6,900
7/25/2006,chinook salmon,3,Female,6,915
7/25/2006,chinook salmon,3,Female,6,730
7/25/2006,chinook salmon,3,Female,6,800
7/25/2006,chinook salmon,3,Female,6,825
7/25/2006,chinook salmon,3,Female,6,830
7/25/2006,chinook salmon,3,Male,4,530
7/25/2006,chinook salmon,3,Male,4,540
7/25/2006,chinook salmon,3,Male,4,500
7/25/2006,chinook salmon,3,Male,4,500
7/25/2006,chinook salmon,3,Male,4,540
7/25/2006,chinook salmon,3,Male,5,760
7/25/2006,chinook salmon,3,Male,5,780
7/25/2006,chinook salmon,3,Male,5,590
7/25/2006,chinook salmon,3,Male,5,665
7/25/2006,chinook salmon,3,Male,5,700
7/25/2006,chinook salmon,3,Male,5,700
7/25/2006,chinook salmon,3,Male,5,755
7/25/2006,chinook salmon,3,Male,6,775
7/26/2006,chinook salmon,3,Female,5,900
7/26/2006,chinook salmon,3,Female,6,865
7/26/2006,chinook salmon,3,Female,6,915
7/26/2006,chinook salmon,3,Female,6,860
7/26/2006,chinook salmon,3,Female,6,865
7/26/2006,chinook salmon,3,Female,6,880
7/26/2006,chinook salmon,3,Female,6,890
7/26/2006,chinook salmon,3,Male,4,570
7/26/2006,chinook salmon,3,Male,4,590
7/26/2006,chinook salmon,3,Male,4,485
7/26/2006,chinook salmon,3,Male,4,530
7/26/2006,chinook salmon,3,Male,4,590
7/26/2006,chinook salmon,3,Male,5,790
7/26/2006,chinook salmon,3,Male,5,800
7/26/2006,chinook salmon,3,Male,5,500
7/26/2006,chinook salmon,3,Male,5,530
7/26/2006,chinook salmon,3,Male,5,580
7/26/2006,chinook salmon,3,Male,5,620
7/26/2006,chinook salmon,3,Male,5,640
7/26/2006,chinook salmon,3,Male,5,650
7/26/2006,chinook salmon,3,Male,5,660
7/26/2006,chinook salmon,3,Male,5,660
7/26/2006,chinook salmon,3,Male,5,660
7/26/2006,chinook salmon,3,Male,5,660
7/26/2006,chinook salmon,3,Male,5,675
7/26/2006,chinook salmon,3,Male,5,680
7/26/2006,chinook salmon,3,Male,5,690
7/26/2006,chinook salmon,3,Male,5,700
7/26/2006,chinook salmon,3,Male,5,720
7/26/2006,chinook salmon,3,Male,5,720
7/26/2006,chinook salmon,3,Male,5,740
7/26/2006,chinook salmon,3,Male,6,880
7/26/2006,chinook salmon,3,Male,6,890
7/27/2006,chinook salmon,3,Female,6,900
7/27/2006,chinook salmon,3,Female,6,920
7/27/2006,chinook salmon,3,Female,6,800
7/27/2006,chinook salmon,3,Female,6,940
7/27/2006,chinook salmon,3,Male,4,610
7/27/2006,chinook salmon,3,Male,4,680
7/27/2006,chinook salmon,3,Male,5,770
7/27/2006,chinook salmon,3,Male,5,780
7/27/2006,chinook salmon,3,Male,5,630
7/27/2006,chinook salmon,3,Male,5,720
7/27/2006,chinook salmon,3,Male,6,770
7/28/2006,chinook salmon,3,Female,6,825
7/28/2006,chinook salmon,3,Female,6,840
7/28/2006,chinook salmon,3,Female,6,760
7/28/2006,chinook salmon,3,Female,6,790
7/28/2006,chinook salmon,3,Female,6,810
7/28/2006,chinook salmon,3,Female,6,860
7/28/2006,chinook salmon,3,Male,4,500
7/28/2006,chinook salmon,3,Male,5,750
7/28/2006,chinook salmon,3,Male,5,780
7/28/2006,chinook salmon,3,Male,5,550
7/28/2006,chinook salmon,3,Male,5,600
7/28/2006,chinook salmon,3,Male,5,630
7/28/2006,chinook salmon,3,Male,5,640
7/28/2006,chinook salmon,3,Male,5,670
7/28/2006,chinook salmon,3,Male,5,680
7/28/2006,chinook salmon,3,Male,5,690
7/29/2006,chinook salmon,3,Female,5,840
7/29/2006,chinook salmon,3,Female,5,790
7/29/2006,chinook salmon,3,Female,6,875
7/29/2006,chinook salmon,3,Female,6,955
7/29/2006,chinook salmon,3,Female,6,790
7/29/2006,chinook salmon,3,Female,6,800
7/29/2006,chinook salmon,3,Male,4,590
7/29/2006,chinook salmon,3,Male,4,545
7/29/2006,chinook salmon,3,Male,5,720
7/29/2006,chinook salmon,3,Male,5,790
7/29/2006,chinook salmon,3,Male,5,630
7/29/2006,chinook salmon,3,Male,5,640
7/29/2006,chinook salmon,3,Male,5,650
7/29/2006,chinook salmon,3,Male,5,665
7/29/2006,chinook salmon,3,Male,5,675
7/29/2006,chinook salmon,3,Male,5,710
7/29/2006,chinook salmon,3,Male,5,710
7/29/2006,chinook salmon,3,Male,5,725
7/29/2006,chinook salmon,3,Male,6,780
7/8/2006,chum salmon,1,Female,4,550
7/8/2006,chum salmon,1,Female,4,560
7/8/2006,chum salmon,1,Female,4,500
7/8/2006,chum salmon,1,Male,4,630
7/8/2006,chum salmon,1,Male,4,580
7/8/2006,chum salmon,1,Male,4,640
7/8/2006,chum salmon,1,Female,5,560
7/8/2006,chum salmon,1,Female,5,600
7/8/2006,chum salmon,1,Female,5,550
7/8/2006,chum salmon,1,Female,5,600
7/8/2006,chum salmon,1,Female,5,550
7/8/2006,chum salmon,1,Female,5,570
7/8/2006,chum salmon,1,Female,5,570
7/8/2006,chum salmon,1,Female,5,560
7/8/2006,chum salmon,1,Female,5,550
7/8/2006,chum salmon,1,Female,5,580
7/8/2006,chum salmon,1,Female,5,590
7/8/2006,chum salmon,1,Female,5,520
7/8/2006,chum salmon,1,Female,5,570
7/8/2006,chum salmon,1,Female,5,520
7/8/2006,chum salmon,1,Male,5,540
7/8/2006,chum salmon,1,Male,5,550
7/8/2006,chum salmon,1,Male,5,600
7/8/2006,chum salmon,1,Male,5,570
7/8/2006,chum salmon,1,Male,5,590
7/8/2006,chum salmon,1,Male,5,550
7/8/2006,chum salmon,1,Male,5,630
7/8/2006,chum salmon,1,Male,5,540
7/8/2006,chum salmon,1,Male,5,550
7/8/2006,chum salmon,1,Male,5,560
7/8/2006,chum salmon,1,Male,5,540
7/8/2006,chum salmon,1,Male,5,620
7/8/2006,chum salmon,1,Male,5,580
7/8/2006,chum salmon,1,Male,5,610
7/8/2006,chum salmon,1,Male,5,540
7/8/2006,chum salmon,1,Male,5,590
7/8/2006,chum salmon,1,Male,5,590
7/8/2006,chum salmon,1,Male,5,590
7/8/2006,chum salmon,1,Male,5,570
7/11/2006,chum salmon,1,Female,4,550
7/11/2006,chum salmon,1,Female,5,520
7/11/2006,chum salmon,1,Female,5,525
7/11/2006,chum salmon,1,Female,5,540
7/11/2006,chum salmon,1,Female,5,510
7/11/2006,chum salmon,1,Female,5,550
7/11/2006,chum salmon,1,Female,5,550
7/11/2006,chum salmon,1,Female,5,520
7/11/2006,chum salmon,1,Male,5,600
7/11/2006,chum salmon,1,Male,5,620
7/11/2006,chum salmon,1,Male,5,600
7/11/2006,chum salmon,1,Male,5,530
7/11/2006,chum salmon,1,Male,5,510
7/11/2006,chum salmon,1,Male,5,530
7/11/2006,chum salmon,1,Male,5,540
7/12/2006,chum salmon,1,Male,4,585
7/12/2006,chum salmon,1,Male,4,565
7/12/2006,chum salmon,1,Male,4,590
7/12/2006,chum salmon,1,Female,5,540
7/12/2006,chum salmon,1,Female,5,550
7/12/2006,chum salmon,1,Female,5,520
7/12/2006,chum salmon,1,Female,5,480
7/12/2006,chum salmon,1,Female,5,540
7/12/2006,chum salmon,1,Female,5,560
7/12/2006,chum salmon,1,Female,5,550
7/12/2006,chum salmon,1,Female,5,540
7/12/2006,chum salmon,1,Female,5,550
7/12/2006,chum salmon,1,Female,5,550
7/12/2006,chum salmon,1,Female,5,565
7/12/2006,chum salmon,1,Female,5,575
7/12/2006,chum salmon,1,Female,5,545
7/12/2006,chum salmon,1,Female,5,555
7/12/2006,chum salmon,1,Female,5,545
7/12/2006,chum salmon,1,Female,5,560
7/12/2006,chum salmon,1,Female,5,540
7/12/2006,chum salmon,1,Female,5,550
7/12/2006,chum salmon,1,Female,5,530
7/12/2006,chum salmon,1,Female,5,555
7/12/2006,chum salmon,1,Female,5,540
7/12/2006,chum salmon,1,Male,5,545
7/12/2006,chum salmon,1,Male,5,555
7/12/2006,chum salmon,1,Male,5,560
7/12/2006,chum salmon,1,Male,5,580
7/12/2006,chum salmon,1,Male,5,610
7/12/2006,chum salmon,1,Male,5,560
7/12/2006,chum salmon,1,Male,5,580
7/12/2006,chum salmon,1,Male,5,560
7/12/2006,chum salmon,1,Male,5,580
7/12/2006,chum salmon,1,Male,5,615
7/12/2006,chum salmon,1,Male,5,550
7/12/2006,chum salmon,1,Male,5,620
7/12/2006,chum salmon,1,Male,5,555
7/12/2006,chum salmon,1,Male,5,610
7/13/2006,chum salmon,1,Male,4,540
7/13/2006,chum salmon,1,Female,5,520
7/13/2006,chum salmon,1,Female,5,540
7/13/2006,chum salmon,1,Female,5,510
7/13/2006,chum salmon,1,Female,5,520
7/13/2006,chum salmon,1,Female,5,480
7/13/2006,chum salmon,1,Female,5,510
7/13/2006,chum salmon,1,Female,5,520
7/13/2006,chum salmon,1,Female,5,530
7/13/2006,chum salmon,1,Female,5,540
7/13/2006,chum salmon,1,Female,5,510
7/13/2006,chum salmon,1,Female,5,550
7/13/2006,chum salmon,1,Female,5,575
7/13/2006,chum salmon,1,Female,5,560
7/13/2006,chum salmon,1,Female,5,605
7/13/2006,chum salmon,1,Female,5,550
7/13/2006,chum salmon,1,Female,5,570
7/13/2006,chum salmon,1,Female,5,550
7/13/2006,chum salmon,1,Female,5,560
7/13/2006,chum salmon,1,Female,5,590
7/13/2006,chum salmon,1,Female,5,555
7/13/2006,chum salmon,1,Female,5,560
7/13/2006,chum salmon,1,Female,5,510
7/13/2006,chum salmon,1,Female,5,550
7/13/2006,chum salmon,1,Female,5,540
7/13/2006,chum salmon,1,Female,5,550
7/13/2006,chum salmon,1,Female,5,540
7/13/2006,chum salmon,1,Female,5,550
7/13/2006,chum salmon,1,Female,5,510
7/13/2006,chum salmon,1,Female,5,540
7/13/2006,chum salmon,1,Female,5,550
7/13/2006,chum salmon,1,Male,5,580
7/13/2006,chum salmon,1,Male,5,580
7/13/2006,chum salmon,1,Male,5,575
7/13/2006,chum salmon,1,Male,5,560
7/13/2006,chum salmon,1,Male,5,640
7/13/2006,chum salmon,1,Male,5,580
7/13/2006,chum salmon,1,Male,5,600
7/13/2006,chum salmon,1,Male,5,570
7/13/2006,chum salmon,1,Male,5,530
7/13/2006,chum salmon,1,Male,5,600
7/13/2006,chum salmon,1,Male,5,590
7/13/2006,chum salmon,1,Male,5,560
7/13/2006,chum salmon,1,Male,5,600
7/13/2006,chum salmon,1,Male,5,610
7/13/2006,chum salmon,1,Male,5,560
7/13/2006,chum salmon,1,Male,5,565
7/13/2006,chum salmon,1,Male,5,580
7/13/2006,chum salmon,1,Male,5,555
7/13/2006,chum salmon,1,Male,5,615
7/13/2006,chum salmon,1,Male,5,575
7/13/2006,chum salmon,1,Male,5,620
7/13/2006,chum salmon,1,Male,5,570
7/13/2006,chum salmon,1,Male,5,600
7/14/2006,chum salmon,1,Female,4,525
7/14/2006,chum salmon,1,Female,4,520
7/14/2006,chum salmon,1,Male,4,550
7/14/2006,chum salmon,1,Female,5,550
7/14/2006,chum salmon,1,Female,5,525
7/14/2006,chum salmon,1,Female,5,480
7/14/2006,chum salmon,1,Female,5,550
7/14/2006,chum salmon,1,Female,5,560
7/14/2006,chum salmon,1,Female,5,540
7/14/2006,chum salmon,1,Female,5,550
7/14/2006,chum salmon,1,Female,5,590
7/14/2006,chum salmon,1,Female,5,520
7/14/2006,chum salmon,1,Female,5,580
7/14/2006,chum salmon,1,Female,5,570
7/14/2006,chum salmon,1,Female,5,550
7/14/2006,chum salmon,1,Male,5,640
7/14/2006,chum salmon,1,Male,5,530
7/14/2006,chum salmon,1,Male,5,590
7/14/2006,chum salmon,1,Male,5,570
7/14/2006,chum salmon,1,Male,5,540
7/14/2006,chum salmon,1,Male,5,580
7/14/2006,chum salmon,1,Male,5,540
7/14/2006,chum salmon,1,Male,5,580
7/15/2006,chum salmon,2,Female,4,570
7/15/2006,chum salmon,2,Male,4,500
7/15/2006,chum salmon,2,Male,4,560
7/15/2006,chum salmon,2,Male,4,500
7/15/2006,chum salmon,2,Female,5,570
7/15/2006,chum salmon,2,Female,5,520
7/15/2006,chum salmon,2,Female,5,540
7/15/2006,chum salmon,2,Female,5,510
7/15/2006,chum salmon,2,Female,5,570
7/15/2006,chum salmon,2,Female,5,510
7/15/2006,chum salmon,2,Female,5,560
7/15/2006,chum salmon,2,Female,5,570
7/15/2006,chum salmon,2,Female,5,570
7/15/2006,chum salmon,2,Female,5,550
7/15/2006,chum salmon,2,Female,5,500
7/15/2006,chum salmon,2,Female,5,570
7/15/2006,chum salmon,2,Female,5,510
7/15/2006,chum salmon,2,Female,5,570
7/15/2006,chum salmon,2,Female,5,570
7/15/2006,chum salmon,2,Female,5,520
7/15/2006,chum salmon,2,Male,5,540
7/15/2006,chum salmon,2,Male,5,610
7/15/2006,chum salmon,2,Male,5,620
7/15/2006,chum salmon,2,Male,5,620
7/15/2006,chum salmon,2,Male,5,550
7/16/2006,chum salmon,2,Female,4,505
7/16/2006,chum salmon,2,Female,5,530
7/16/2006,chum salmon,2,Female,5,540
7/16/2006,chum salmon,2,Female,5,540
7/16/2006,chum salmon,2,Female,5,520
7/16/2006,chum salmon,2,Female,5,530
7/16/2006,chum salmon,2,Female,5,560
7/16/2006,chum salmon,2,Female,5,550
7/16/2006,chum salmon,2,Male,5,580
7/16/2006,chum salmon,2,Male,5,570
7/16/2006,chum salmon,2,Male,5,600
7/16/2006,chum salmon,2,Male,5,600
7/16/2006,chum salmon,2,Male,5,550
7/16/2006,chum salmon,2,Male,5,525
7/16/2006,chum salmon,2,Male,5,545
7/16/2006,chum salmon,2,Male,5,575
7/16/2006,chum salmon,2,Male,5,550
7/16/2006,chum salmon,2,Male,5,570
7/16/2006,chum salmon,2,Male,5,590
7/16/2006,chum salmon,2,Male,5,570
7/17/2006,chum salmon,2,Female,4,540
7/17/2006,chum salmon,2,Female,4,565
7/17/2006,chum salmon,2,Male,4,530
7/17/2006,chum salmon,2,Male,4,590
7/17/2006,chum salmon,2,Male,4,610
7/17/2006,chum salmon,2,Female,5,520
7/17/2006,chum salmon,2,Female,5,550
7/17/2006,chum salmon,2,Female,5,530
7/17/2006,chum salmon,2,Female,5,500
7/17/2006,chum salmon,2,Female,5,540
7/17/2006,chum salmon,2,Female,5,510
7/17/2006,chum salmon,2,Female,5,540
7/17/2006,chum salmon,2,Female,5,510
7/17/2006,chum salmon,2,Female,5,520
7/17/2006,chum salmon,2,Female,5,570
7/17/2006,chum salmon,2,Female,5,565
7/17/2006,chum salmon,2,Female,5,520
7/17/2006,chum salmon,2,Female,5,515
7/17/2006,chum salmon,2,Female,5,600
7/17/2006,chum salmon,2,Female,5,510
7/17/2006,chum salmon,2,Female,5,520
7/17/2006,chum salmon,2,Male,5,540
7/17/2006,chum salmon,2,Male,5,580
7/17/2006,chum salmon,2,Male,5,560
7/17/2006,chum salmon,2,Male,5,600
7/17/2006,chum salmon,2,Male,5,550
7/17/2006,chum salmon,2,Male,5,660
7/17/2006,chum salmon,2,Male,5,575
7/19/2006,chum salmon,2,Male,4,600
7/19/2006,chum salmon,2,Male,4,520
7/19/2006,chum salmon,2,Female,5,530
7/19/2006,chum salmon,2,Female,5,515
7/19/2006,chum salmon,2,Female,5,540
7/19/2006,chum salmon,2,Female,5,510
7/19/2006,chum salmon,2,Female,5,540
7/19/2006,chum salmon,2,Female,5,515
7/19/2006,chum salmon,2,Female,5,570
7/19/2006,chum salmon,2,Female,5,550
7/19/2006,chum salmon,2,Female,5,570
7/19/2006,chum salmon,2,Female,5,550
7/19/2006,chum salmon,2,Female,5,510
7/19/2006,chum salmon,2,Female,5,530
7/19/2006,chum salmon,2,Female,5,550
7/19/2006,chum salmon,2,Female,5,500
7/19/2006,chum salmon,2,Female,5,540
7/19/2006,chum salmon,2,Female,5,505
7/19/2006,chum salmon,2,Female,5,555
7/19/2006,chum salmon,2,Female,5,500
7/19/2006,chum salmon,2,Female,5,495
7/19/2006,chum salmon,2,Male,5,560
7/19/2006,chum salmon,2,Male,5,580
7/19/2006,chum salmon,2,Male,5,550
7/19/2006,chum salmon,2,Male,5,605
7/19/2006,chum salmon,2,Male,5,590
7/19/2006,chum salmon,2,Male,5,640
7/19/2006,chum salmon,2,Male,5,540
7/19/2006,chum salmon,2,Male,5,520
7/19/2006,chum salmon,2,Male,5,590
7/19/2006,chum salmon,2,Male,5,570
7/19/2006,chum salmon,2,Male,5,600
7/19/2006,chum salmon,2,Male,5,525
7/19/2006,chum salmon,2,Male,5,575
7/19/2006,chum salmon,2,Male,5,570
7/20/2006,chum salmon,2,Female,4,500
7/20/2006,chum salmon,2,Female,5,490
7/20/2006,chum salmon,2,Female,5,510
7/20/2006,chum salmon,2,Female,5,505
7/20/2006,chum salmon,2,Female,5,545
7/20/2006,chum salmon,2,Female,5,555
7/20/2006,chum salmon,2,Female,5,535
7/20/2006,chum salmon,2,Female,5,540
7/20/2006,chum salmon,2,Female,5,540
7/20/2006,chum salmon,2,Female,5,555
7/20/2006,chum salmon,2,Female,5,510
7/20/2006,chum salmon,2,Male,5,620
7/21/2006,chum salmon,2,Female,3,460
7/21/2006,chum salmon,2,Female,4,490
7/21/2006,chum salmon,2,Male,4,530
7/21/2006,chum salmon,2,Male,4,530
7/21/2006,chum salmon,2,Female,5,540
7/21/2006,chum salmon,2,Female,5,490
7/21/2006,chum salmon,2,Female,5,520
7/21/2006,chum salmon,2,Female,5,550
7/21/2006,chum salmon,2,Female,5,490
7/21/2006,chum salmon,2,Male,5,580
7/21/2006,chum salmon,2,Male,5,570
7/21/2006,chum salmon,2,Male,5,580
7/21/2006,chum salmon,2,Male,5,600
7/21/2006,chum salmon,2,Male,5,580
7/21/2006,chum salmon,2,Male,5,550
7/21/2006,chum salmon,2,Male,5,600
7/21/2006,chum salmon,2,Male,5,560
7/21/2006,chum salmon,2,Male,5,550
7/21/2006,chum salmon,2,Male,5,550
7/21/2006,chum salmon,2,Male,5,600
7/21/2006,chum salmon,2,Male,5,560
7/22/2006,chum salmon,2,Female,4,540
7/22/2006,chum salmon,2,Female,4,520
7/22/2006,chum salmon,2,Female,4,510
7/22/2006,chum salmon,2,Female,4,490
7/22/2006,chum salmon,2,Female,4,520
7/22/2006,chum salmon,2,Female,4,540
7/22/2006,chum salmon,2,Female,4,520
7/22/2006,chum salmon,2,Female,4,505
7/22/2006,chum salmon,2,Male,4,530
7/22/2006,chum salmon,2,Male,4,520
7/22/2006,chum salmon,2,Male,4,530
7/22/2006,chum salmon,2,Female,5,550
7/22/2006,chum salmon,2,Female,5,510
7/22/2006,chum salmon,2,Female,5,520
7/22/2006,chum salmon,2,Female,5,520
7/22/2006,chum salmon,2,Female,5,510
7/22/2006,chum salmon,2,Female,5,520
7/22/2006,chum salmon,2,Female,5,540
7/22/2006,chum salmon,2,Female,5,510
7/22/2006,chum salmon,2,Female,5,510
7/22/2006,chum salmon,2,Female,5,510
7/22/2006,chum salmon,2,Female,5,520
7/22/2006,chum salmon,2,Female,5,570
7/22/2006,chum salmon,2,Female,5,510
7/22/2006,chum salmon,2,Female,5,530
7/22/2006,chum salmon,2,Female,5,540
7/22/2006,chum salmon,2,Female,5,530
7/22/2006,chum salmon,2,Male,5,600
7/22/2006,chum salmon,2,Male,5,550
7/22/2006,chum salmon,2,Male,5,620
7/22/2006,chum salmon,2,Male,5,560
7/22/2006,chum salmon,2,Male,5,570
7/22/2006,chum salmon,2,Male,5,650
7/22/2006,chum salmon,2,Male,5,620
7/22/2006,chum salmon,2,Male,5,530
7/22/2006,chum salmon,2,Male,5,550
7/22/2006,chum salmon,2,Male,5,560
7/22/2006,chum salmon,2,Male,5,580
7/22/2006,chum salmon,2,Male,5,570
7/24/2006,chum salmon,3,Female,4,510
7/24/2006,chum salmon,3,Female,4,560
7/24/2006,chum salmon,3,Female,4,480
7/24/2006,chum salmon,3,Male,4,560
7/24/2006,chum salmon,3,Male,4,570
7/24/2006,chum salmon,3,Male,4,590
7/24/2006,chum salmon,3,Male,4,630
7/24/2006,chum salmon,3,Male,4,560
7/24/2006,chum salmon,3,Male,4,515
7/24/2006,chum salmon,3,Female,5,510
7/24/2006,chum salmon,3,Female,5,500
7/24/2006,chum salmon,3,Female,5,530
7/24/2006,chum salmon,3,Female,5,510
7/24/2006,chum salmon,3,Female,5,550
7/24/2006,chum salmon,3,Female,5,500
7/24/2006,chum salmon,3,Female,5,520
7/24/2006,chum salmon,3,Female,5,490
7/24/2006,chum salmon,3,Female,5,520
7/24/2006,chum salmon,3,Female,5,570
7/24/2006,chum salmon,3,Female,5,580
7/24/2006,chum salmon,3,Female,5,530
7/24/2006,chum salmon,3,Female,5,550
7/24/2006,chum salmon,3,Female,5,490
7/24/2006,chum salmon,3,Female,5,515
7/24/2006,chum salmon,3,Female,5,500
7/24/2006,chum salmon,3,Female,5,540
7/24/2006,chum salmon,3,Female,5,515
7/24/2006,chum salmon,3,Male,5,590
7/24/2006,chum salmon,3,Male,5,560
7/24/2006,chum salmon,3,Male,5,550
7/24/2006,chum salmon,3,Male,5,580
7/24/2006,chum salmon,3,Male,5,540
7/24/2006,chum salmon,3,Male,5,545
7/26/2006,chum salmon,3,Female,4,530
7/26/2006,chum salmon,3,Female,4,520
7/26/2006,chum salmon,3,Female,4,500
7/26/2006,chum salmon,3,Female,4,495
7/26/2006,chum salmon,3,Female,4,570
7/26/2006,chum salmon,3,Female,4,540
7/26/2006,chum salmon,3,Male,4,560
7/26/2006,chum salmon,3,Male,4,600
7/26/2006,chum salmon,3,Female,5,500
7/26/2006,chum salmon,3,Female,5,520
7/26/2006,chum salmon,3,Female,5,520
7/26/2006,chum salmon,3,Female,5,560
7/26/2006,chum salmon,3,Female,5,590
7/26/2006,chum salmon,3,Female,5,510
7/26/2006,chum salmon,3,Female,5,520
7/26/2006,chum salmon,3,Female,5,510
7/26/2006,chum salmon,3,Female,5,560
7/26/2006,chum salmon,3,Female,5,540
7/26/2006,chum salmon,3,Female,5,545
7/26/2006,chum salmon,3,Female,5,530
7/26/2006,chum salmon,3,Male,5,550
7/26/2006,chum salmon,3,Male,5,530
7/26/2006,chum salmon,3,Male,5,550
7/26/2006,chum salmon,3,Male,5,580
7/26/2006,chum salmon,3,Male,5,530
7/26/2006,chum salmon,3,Male,5,570
7/26/2006,chum salmon,3,Male,5,500
7/26/2006,chum salmon,3,Male,5,600
7/26/2006,chum salmon,3,Male,5,500
7/26/2006,chum salmon,3,Male,5,600
7/26/2006,chum salmon,3,Male,5,520
7/26/2006,chum salmon,3,Male,5,530
7/26/2006,chum salmon,3,Male,5,605
7/26/2006,chum salmon,3,Male,5,550
7/26/2006,chum salmon,3,Male,5,540
7/26/2006,chum salmon,3,Male,5,550
7/27/2006,chum salmon,3,Female,4,570
7/27/2006,chum salmon,3,Female,4,510
7/27/2006,chum salmon,3,Female,4,520
7/27/2006,chum salmon,3,Female,4,545
7/27/2006,chum salmon,3,Female,4,515
7/27/2006,chum salmon,3,Female,5,510
7/27/2006,chum salmon,3,Female,5,550
7/27/2006,chum salmon,3,Female,5,580
7/27/2006,chum salmon,3,Female,5,575
7/27/2006,chum salmon,3,Female,5,500
7/27/2006,chum salmon,3,Female,5,550
7/27/2006,chum salmon,3,Female,5,545
7/27/2006,chum salmon,3,Female,5,515
7/27/2006,chum salmon,3,Female,5,620
7/27/2006,chum salmon,3,Female,5,520
7/27/2006,chum salmon,3,Male,5,550
7/27/2006,chum salmon,3,Male,5,580
7/27/2006,chum salmon,3,Male,5,535
7/27/2006,chum salmon,3,Male,5,575
7/27/2006,chum salmon,3,Male,5,570
7/27/2006,chum salmon,3,Male,5,570
7/27/2006,chum salmon,3,Male,5,555
7/27/2006,chum salmon,3,Male,5,535
7/29/2006,chum salmon,3,Male,3,500
7/29/2006,chum salmon,3,Female,4,530
7/29/2006,chum salmon,3,Female,4,560
7/29/2006,chum salmon,3,Female,4,510
7/29/2006,chum salmon,3,Female,4,480
7/29/2006,chum salmon,3,Female,4,500
7/29/2006,chum salmon,3,Female,4,520
7/29/2006,chum salmon,3,Female,4,550
7/29/2006,chum salmon,3,Female,4,480
7/29/2006,chum salmon,3,Female,4,520
7/29/2006,chum salmon,3,Female,4,550
7/29/2006,chum salmon,3,Female,4,580
7/29/2006,chum salmon,3,Female,4,550
7/29/2006,chum salmon,3,Male,4,530
7/29/2006,chum salmon,3,Female,5,550
7/29/2006,chum salmon,3,Female,5,570
7/29/2006,chum salmon,3,Female,5,510
7/29/2006,chum salmon,3,Female,5,560
7/29/2006,chum salmon,3,Female,5,500
7/29/2006,chum salmon,3,Female,5,500
7/29/2006,chum salmon,3,Female,5,490
7/29/2006,chum salmon,3,Female,5,530
7/29/2006,chum salmon,3,Female,5,500
7/29/2006,chum salmon,3,Female,5,520
7/29/2006,chum salmon,3,Female,5,560
7/29/2006,chum salmon,3,Female,5,570
7/29/2006,chum salmon,3,Female,5,550
7/29/2006,chum salmon,3,Female,5,470
7/29/2006,chum salmon,3,Female,5,540
7/29/2006,chum salmon,3,Female,5,570
7/29/2006,chum salmon,3,Female,5,550
7/29/2006,chum salmon,3,Female,5,550
7/29/2006,chum salmon,3,Female,5,480
7/29/2006,chum salmon,3,Female,5,520
7/29/2006,chum salmon,3,Female,5,520
7/29/2006,chum salmon,3,Female,5,510
7/29/2006,chum salmon,3,Male,5,500
7/29/2006,chum salmon,3,Male,5,580
7/29/2006,chum salmon,3,Male,5,550
7/29/2006,chum salmon,3,Male,5,580
7/29/2006,chum salmon,3,Male,5,540
7/29/2006,chum salmon,3,Male,5,580
7/29/2006,chum salmon,3,Male,5,540
7/29/2006,chum salmon,3,Male,5,590
7/29/2006,chum salmon,3,Male,5,540
7/29/2006,chum salmon,3,Male,5,560
7/29/2006,chum salmon,3,Male,5,540
7/29/2006,chum salmon,3,Male,5,510
7/29/2006,chum salmon,3,Male,5,610
7/29/2006,chum salmon,3,Male,5,580
7/29/2006,chum salmon,3,Male,5,590
7/29/2006,chum salmon,3,Male,5,530
7/29/2006,chum salmon,3,Male,5,570
7/29/2006,chum salmon,3,Male,5,600
7/29/2006,chum salmon,3,Male,5,520
7/4/2007,chinook salmon,NA,Female,NA,855
7/5/2007,chinook salmon,NA,Female,NA,880
7/6/2007,chinook salmon,NA,Male,NA,530
7/6/2007,chinook salmon,NA,Male,NA,830
7/6/2007,chinook salmon,NA,Male,NA,510
7/6/2007,chinook salmon,NA,Male,NA,510
7/6/2007,chinook salmon,NA,Male,NA,530
7/6/2007,chinook salmon,NA,Male,NA,675
7/7/2007,chinook salmon,NA,Male,NA,650
7/7/2007,chinook salmon,NA,Male,NA,650
7/7/2007,chinook salmon,NA,Male,NA,460
7/7/2007,chinook salmon,NA,Male,NA,500
7/7/2007,chinook salmon,NA,Male,NA,715
7/8/2007,chinook salmon,NA,Male,NA,550
7/8/2007,chinook salmon,NA,Male,NA,630
7/8/2007,chinook salmon,NA,Male,NA,490
7/8/2007,chinook salmon,NA,Male,NA,500
7/8/2007,chinook salmon,NA,Male,NA,740
7/9/2007,chinook salmon,NA,Female,NA,760
7/9/2007,chinook salmon,NA,Male,NA,560
7/9/2007,chinook salmon,NA,Male,NA,590
7/9/2007,chinook salmon,NA,Male,NA,510
7/9/2007,chinook salmon,NA,Male,NA,560
7/9/2007,chinook salmon,NA,Male,NA,550
7/9/2007,chinook salmon,NA,Male,NA,620
7/9/2007,chinook salmon,NA,Male,NA,590
7/9/2007,chinook salmon,NA,Male,NA,650
7/9/2007,chinook salmon,NA,Male,NA,740
