"","Date","Species","Strata","Sex","BroodAge","Length_mm"
"13064",2006-07-14,"chinook salmon",1,"Male",5,640
"13065",2006-07-14,"chinook salmon",1,"Male",5,640
"13066",2006-07-14,"chinook salmon",1,"Male",5,650
"13067",2006-07-14,"chinook salmon",1,"Male",5,650
"13068",2006-07-14,"chinook salmon",1,"Male",5,660
"13069",2006-07-14,"chinook salmon",1,"Male",5,660
"13070",2006-07-14,"chinook salmon",1,"Male",5,660
"13071",2006-07-14,"chinook salmon",1,"Male",5,670
"13072",2006-07-14,"chinook salmon",1,"Male",5,670
"13073",2006-07-14,"chinook salmon",1,"Male",5,670
"13074",2006-07-14,"chinook salmon",1,"Male",5,670
"13075",2006-07-14,"chinook salmon",1,"Male",5,670
"13076",2006-07-14,"chinook salmon",1,"Male",5,675
"13077",2006-07-14,"chinook salmon",1,"Male",5,680
"13078",2006-07-14,"chinook salmon",1,"Male",5,680
"13079",2006-07-14,"chinook salmon",1,"Male",5,680
"13080",2006-07-14,"chinook salmon",1,"Male",5,680
"13081",2006-07-14,"chinook salmon",1,"Male",5,680
"13082",2006-07-14,"chinook salmon",1,"Male",5,680
"13083",2006-07-14,"chinook salmon",1,"Male",5,680
"13084",2006-07-14,"chinook salmon",1,"Male",5,690
"13085",2006-07-14,"chinook salmon",1,"Male",5,690
"13086",2006-07-14,"chinook salmon",1,"Male",5,700
"13087",2006-07-14,"chinook salmon",1,"Male",5,720
"13088",2006-07-14,"chinook salmon",1,"Male",5,720
"13089",2006-07-14,"chinook salmon",1,"Male",5,720
"13090",2006-07-14,"chinook salmon",1,"Male",5,725
"13091",2006-07-14,"chinook salmon",1,"Male",5,730
"13092",2006-07-14,"chinook salmon",1,"Male",5,730
"13093",2006-07-14,"chinook salmon",1,"Male",5,730
"13094",2006-07-14,"chinook salmon",1,"Male",5,735
"13095",2006-07-14,"chinook salmon",1,"Male",5,740
"13096",2006-07-14,"chinook salmon",1,"Male",5,740
"13097",2006-07-14,"chinook salmon",1,"Male",5,750
"13098",2006-07-14,"chinook salmon",1,"Male",5,760
"13099",2006-07-14,"chinook salmon",1,"Male",5,770
"13100",2006-07-14,"chinook salmon",1,"Male",5,770
"13101",2006-07-14,"chinook salmon",1,"Male",5,780
"13102",2006-07-14,"chinook salmon",1,"Male",5,810
"13103",2006-07-14,"chinook salmon",1,"Male",5,830
"13104",2006-07-14,"chinook salmon",1,"Male",6,790
"13105",2006-07-14,"chinook salmon",1,"Male",6,830
"13106",2006-07-14,"chinook salmon",1,"Male",6,805
"13107",2006-07-16,"chinook salmon",1,"Male",6,840
"13108",2006-07-16,"chinook salmon",1,"Male",6,840
"13109",2006-07-16,"chinook salmon",2,"Female",5,725
"13110",2006-07-16,"chinook salmon",2,"Female",6,860
"13111",2006-07-16,"chinook salmon",2,"Female",6,910
"13112",2006-07-16,"chinook salmon",2,"Male",4,480
"13113",2006-07-16,"chinook salmon",2,"Male",4,490
"13114",2006-07-16,"chinook salmon",2,"Male",4,530
"13115",2006-07-16,"chinook salmon",2,"Male",4,530
"13116",2006-07-16,"chinook salmon",2,"Male",4,560
"13117",2006-07-16,"chinook salmon",2,"Male",4,560
"13118",2006-07-16,"chinook salmon",2,"Male",4,570
"13119",2006-07-16,"chinook salmon",2,"Male",4,570
"13120",2006-07-16,"chinook salmon",2,"Male",4,575
"13121",2006-07-16,"chinook salmon",2,"Male",4,580
"13122",2006-07-16,"chinook salmon",2,"Male",4,580
"13123",2006-07-16,"chinook salmon",2,"Male",4,595
"13124",2006-07-16,"chinook salmon",2,"Male",4,680
"13125",2006-07-16,"chinook salmon",2,"Male",4,680
"13126",2006-07-16,"chinook salmon",2,"Male",5,630
"13127",2006-07-16,"chinook salmon",2,"Male",5,635
"13128",2006-07-16,"chinook salmon",2,"Male",5,670
"13129",2006-07-16,"chinook salmon",2,"Male",5,670
"13130",2006-07-16,"chinook salmon",2,"Male",5,680
"13131",2006-07-16,"chinook salmon",2,"Male",5,680
"13132",2006-07-16,"chinook salmon",2,"Male",5,685
"13133",2006-07-16,"chinook salmon",2,"Male",5,690
"13134",2006-07-16,"chinook salmon",2,"Male",5,690
"13135",2006-07-16,"chinook salmon",2,"Male",5,700
"13136",2006-07-16,"chinook salmon",2,"Male",5,720
"13137",2006-07-16,"chinook salmon",2,"Male",5,740
"13138",2006-07-17,"chinook salmon",2,"Female",5,810
"13139",2006-07-17,"chinook salmon",2,"Female",5,780
"13140",2006-07-17,"chinook salmon",2,"Female",5,800
"13141",2006-07-17,"chinook salmon",2,"Female",6,800
"13142",2006-07-17,"chinook salmon",2,"Male",4,640
"13143",2006-07-17,"chinook salmon",2,"Male",4,640
"13144",2006-07-17,"chinook salmon",2,"Male",4,500
"13145",2006-07-17,"chinook salmon",2,"Male",5,740
"13146",2006-07-17,"chinook salmon",2,"Male",5,740
"13147",2006-07-17,"chinook salmon",2,"Male",5,595
"13148",2006-07-17,"chinook salmon",2,"Male",5,620
"13149",2006-07-17,"chinook salmon",2,"Male",5,670
"13150",2006-07-17,"chinook salmon",2,"Male",5,680
"13151",2006-07-17,"chinook salmon",2,"Male",5,685
"13152",2006-07-17,"chinook salmon",2,"Male",5,690
"13153",2006-07-17,"chinook salmon",2,"Male",5,700
"13154",2006-07-17,"chinook salmon",2,"Male",5,715
"13155",2006-07-17,"chinook salmon",2,"Male",5,720
"13156",2006-07-17,"chinook salmon",2,"Male",5,720
"13157",2006-07-17,"chinook salmon",2,"Male",5,720
"13158",2006-07-17,"chinook salmon",2,"Male",5,720
"13159",2006-07-17,"chinook salmon",2,"Male",5,720
"13160",2006-07-17,"chinook salmon",2,"Male",5,725
"13161",2006-07-17,"chinook salmon",2,"Male",5,740
"13162",2006-07-17,"chinook salmon",2,"Male",5,750
"13163",2006-07-17,"chinook salmon",2,"Male",5,750
"13164",2006-07-19,"chinook salmon",2,"Female",5,810
"13165",2006-07-19,"chinook salmon",2,"Female",5,810
"13166",2006-07-19,"chinook salmon",2,"Female",6,870
"13167",2006-07-19,"chinook salmon",2,"Female",6,890
"13168",2006-07-19,"chinook salmon",2,"Male",4,505
"13169",2006-07-19,"chinook salmon",2,"Male",4,570
"13170",2006-07-19,"chinook salmon",2,"Male",4,460
"13171",2006-07-19,"chinook salmon",2,"Male",4,510
"13172",2006-07-19,"chinook salmon",2,"Male",4,520
"13173",2006-07-19,"chinook salmon",2,"Male",4,540
"13174",2006-07-19,"chinook salmon",2,"Male",4,545
"13175",2006-07-19,"chinook salmon",2,"Male",4,550
"13176",2006-07-19,"chinook salmon",2,"Male",5,770
"13177",2006-07-19,"chinook salmon",2,"Male",5,785
"13178",2006-07-19,"chinook salmon",2,"Male",5,630
"13179",2006-07-19,"chinook salmon",2,"Male",5,635
"13180",2006-07-19,"chinook salmon",2,"Male",5,670
"13181",2006-07-19,"chinook salmon",2,"Male",5,680
"13182",2006-07-19,"chinook salmon",2,"Male",5,680
"13183",2006-07-19,"chinook salmon",2,"Male",5,700
"13184",2006-07-19,"chinook salmon",2,"Male",5,715
"13185",2006-07-20,"chinook salmon",2,"Female",5,835
"13186",2006-07-20,"chinook salmon",2,"Female",6,860
"13187",2006-07-20,"chinook salmon",2,"Female",6,860
"13188",2006-07-20,"chinook salmon",2,"Male",4,580
"13189",2006-07-20,"chinook salmon",2,"Male",4,680
"13190",2006-07-20,"chinook salmon",2,"Male",4,490
"13191",2006-07-20,"chinook salmon",2,"Male",4,510
"13192",2006-07-20,"chinook salmon",2,"Male",4,510
"13193",2006-07-20,"chinook salmon",2,"Male",4,530
"13194",2006-07-20,"chinook salmon",2,"Male",5,735
"13195",2006-07-20,"chinook salmon",2,"Male",5,740
"13196",2006-07-20,"chinook salmon",2,"Male",5,660
"13197",2006-07-20,"chinook salmon",2,"Male",5,680
"13198",2006-07-21,"chinook salmon",2,"Female",5,840
"13199",2006-07-21,"chinook salmon",2,"Female",5,860
"13200",2006-07-21,"chinook salmon",2,"Female",5,670
"13201",2006-07-21,"chinook salmon",2,"Female",5,750
"13202",2006-07-21,"chinook salmon",2,"Female",5,770
"13203",2006-07-21,"chinook salmon",2,"Female",6,800
"13204",2006-07-21,"chinook salmon",2,"Female",6,980
"13205",2006-07-21,"chinook salmon",2,"Female",6,760
"13206",2006-07-21,"chinook salmon",2,"Female",6,770
"13207",2006-07-21,"chinook salmon",2,"Female",6,790
"13208",2006-07-21,"chinook salmon",2,"Female",6,790
"13209",2006-07-21,"chinook salmon",2,"Female",6,810
"13210",2006-07-21,"chinook salmon",2,"Female",6,820
"13211",2006-07-21,"chinook salmon",2,"Male",4,530
"13212",2006-07-21,"chinook salmon",2,"Male",4,590
"13213",2006-07-21,"chinook salmon",2,"Male",4,440
"13214",2006-07-21,"chinook salmon",2,"Male",4,520
"13215",2006-07-21,"chinook salmon",2,"Male",4,530
"13216",2006-07-21,"chinook salmon",2,"Male",4,600
"13217",2006-07-21,"chinook salmon",2,"Male",5,720
"13218",2006-07-21,"chinook salmon",2,"Male",5,740
"13219",2006-07-21,"chinook salmon",2,"Male",5,590
"13220",2006-07-21,"chinook salmon",2,"Male",5,600
"13221",2006-07-21,"chinook salmon",2,"Male",5,610
"13222",2006-07-21,"chinook salmon",2,"Male",5,680
"13223",2006-07-21,"chinook salmon",2,"Male",5,680
"13224",2006-07-21,"chinook salmon",2,"Male",5,680
"13225",2006-07-21,"chinook salmon",2,"Male",5,690
"13226",2006-07-21,"chinook salmon",2,"Male",5,740
"13227",2006-07-21,"chinook salmon",2,"Male",5,780
"13228",2006-07-21,"chinook salmon",2,"Male",6,850
"13229",2006-07-22,"chinook salmon",2,"Male",6,900
"13230",2006-07-22,"chinook salmon",2,"Male",7,560
"13231",2006-07-22,"chinook salmon",3,"Female",5,760
"13232",2006-07-22,"chinook salmon",3,"Female",5,825
"13233",2006-07-22,"chinook salmon",3,"Female",6,810
"13234",2006-07-22,"chinook salmon",3,"Female",7,840
"13235",2006-07-22,"chinook salmon",3,"Male",3,390
"13236",2006-07-22,"chinook salmon",3,"Male",4,490
"13237",2006-07-22,"chinook salmon",3,"Male",4,495
"13238",2006-07-22,"chinook salmon",3,"Male",4,515
"13239",2006-07-22,"chinook salmon",3,"Male",5,530
"13240",2006-07-22,"chinook salmon",3,"Male",5,600
"13241",2006-07-22,"chinook salmon",3,"Male",5,620
"13242",2006-07-22,"chinook salmon",3,"Male",5,630
"13243",2006-07-22,"chinook salmon",3,"Male",5,630
"13244",2006-07-22,"chinook salmon",3,"Male",5,680
"13245",2006-07-22,"chinook salmon",3,"Male",5,740
"13246",2006-07-23,"chinook salmon",3,"Female",5,790
"13247",2006-07-23,"chinook salmon",3,"Female",6,800
"13248",2006-07-23,"chinook salmon",3,"Female",6,840
"13249",2006-07-23,"chinook salmon",3,"Female",6,720
"13250",2006-07-23,"chinook salmon",3,"Female",6,760
"13251",2006-07-23,"chinook salmon",3,"Female",6,800
"13252",2006-07-23,"chinook salmon",3,"Female",7,790
"13253",2006-07-23,"chinook salmon",3,"Male",4,510
"13254",2006-07-23,"chinook salmon",3,"Male",4,530
"13255",2006-07-23,"chinook salmon",3,"Male",4,530
"13256",2006-07-23,"chinook salmon",3,"Male",4,540
"13257",2006-07-23,"chinook salmon",3,"Male",4,560
"13258",2006-07-23,"chinook salmon",3,"Male",4,560
"13259",2006-07-23,"chinook salmon",3,"Male",5,770
"13260",2006-07-23,"chinook salmon",3,"Male",5,780
"13261",2006-07-23,"chinook salmon",3,"Male",5,560
"13262",2006-07-23,"chinook salmon",3,"Male",5,660
"13263",2006-07-23,"chinook salmon",3,"Male",5,690
"13264",2006-07-23,"chinook salmon",3,"Male",5,750
"13265",2006-07-24,"chinook salmon",3,"Female",5,800
"13266",2006-07-24,"chinook salmon",3,"Female",5,830
"13267",2006-07-24,"chinook salmon",3,"Female",5,750
"13268",2006-07-24,"chinook salmon",3,"Female",5,770
"13269",2006-07-24,"chinook salmon",3,"Female",5,785
"13270",2006-07-24,"chinook salmon",3,"Female",6,810
"13271",2006-07-24,"chinook salmon",3,"Female",6,820
"13272",2006-07-24,"chinook salmon",3,"Female",6,770
"13273",2006-07-24,"chinook salmon",3,"Female",6,810
"13274",2006-07-24,"chinook salmon",3,"Female",6,820
"13275",2006-07-24,"chinook salmon",3,"Male",4,570
"13276",2006-07-24,"chinook salmon",3,"Male",4,590
"13277",2006-07-24,"chinook salmon",3,"Male",4,530
"13278",2006-07-24,"chinook salmon",3,"Male",5,740
"13279",2006-07-24,"chinook salmon",3,"Male",5,790
"13280",2006-07-24,"chinook salmon",3,"Male",5,560
"13281",2006-07-24,"chinook salmon",3,"Male",5,620
"13282",2006-07-24,"chinook salmon",3,"Male",5,660
"13283",2006-07-24,"chinook salmon",3,"Male",5,660
"13284",2006-07-24,"chinook salmon",3,"Male",5,660
"13285",2006-07-24,"chinook salmon",3,"Male",5,690
"13286",2006-07-24,"chinook salmon",3,"Male",5,720
"13287",2006-07-24,"chinook salmon",3,"Male",5,730
"13288",2006-07-24,"chinook salmon",3,"Male",5,730
"13289",2006-07-24,"chinook salmon",3,"Male",5,760
"13290",2006-07-24,"chinook salmon",3,"Male",5,820
"13291",2006-07-24,"chinook salmon",3,"Male",6,730
"13292",2006-07-25,"chinook salmon",3,"Female",5,790
"13293",2006-07-25,"chinook salmon",3,"Female",6,900
"13294",2006-07-25,"chinook salmon",3,"Female",6,915
"13295",2006-07-25,"chinook salmon",3,"Female",6,730
"13296",2006-07-25,"chinook salmon",3,"Female",6,800
"13297",2006-07-25,"chinook salmon",3,"Female",6,825
"13298",2006-07-25,"chinook salmon",3,"Female",6,830
"13299",2006-07-25,"chinook salmon",3,"Male",4,530
"13300",2006-07-25,"chinook salmon",3,"Male",4,540
"13301",2006-07-25,"chinook salmon",3,"Male",4,500
"13302",2006-07-25,"chinook salmon",3,"Male",4,500
"13303",2006-07-25,"chinook salmon",3,"Male",4,540
"13304",2006-07-25,"chinook salmon",3,"Male",5,760
"13305",2006-07-25,"chinook salmon",3,"Male",5,780
"13306",2006-07-25,"chinook salmon",3,"Male",5,590
"13307",2006-07-25,"chinook salmon",3,"Male",5,665
"13308",2006-07-25,"chinook salmon",3,"Male",5,700
"13309",2006-07-25,"chinook salmon",3,"Male",5,700
"13310",2006-07-25,"chinook salmon",3,"Male",5,755
"13311",2006-07-25,"chinook salmon",3,"Male",6,775
"13312",2006-07-26,"chinook salmon",3,"Female",5,900
"13313",2006-07-26,"chinook salmon",3,"Female",6,865
"13314",2006-07-26,"chinook salmon",3,"Female",6,915
"13315",2006-07-26,"chinook salmon",3,"Female",6,860
"13316",2006-07-26,"chinook salmon",3,"Female",6,865
"13317",2006-07-26,"chinook salmon",3,"Female",6,880
"13318",2006-07-26,"chinook salmon",3,"Female",6,890
"13319",2006-07-26,"chinook salmon",3,"Male",4,570
"13320",2006-07-26,"chinook salmon",3,"Male",4,590
"13321",2006-07-26,"chinook salmon",3,"Male",4,485
"13322",2006-07-26,"chinook salmon",3,"Male",4,530
"13323",2006-07-26,"chinook salmon",3,"Male",4,590
"13324",2006-07-26,"chinook salmon",3,"Male",5,790
"13325",2006-07-26,"chinook salmon",3,"Male",5,800
"13326",2006-07-26,"chinook salmon",3,"Male",5,500
"13327",2006-07-26,"chinook salmon",3,"Male",5,530
"13328",2006-07-26,"chinook salmon",3,"Male",5,580
"13329",2006-07-26,"chinook salmon",3,"Male",5,620
"13330",2006-07-26,"chinook salmon",3,"Male",5,640
"13331",2006-07-26,"chinook salmon",3,"Male",5,650
"13332",2006-07-26,"chinook salmon",3,"Male",5,660
"13333",2006-07-26,"chinook salmon",3,"Male",5,660
"13334",2006-07-26,"chinook salmon",3,"Male",5,660
"13335",2006-07-26,"chinook salmon",3,"Male",5,660
"13336",2006-07-26,"chinook salmon",3,"Male",5,675
"13337",2006-07-26,"chinook salmon",3,"Male",5,680
"13338",2006-07-26,"chinook salmon",3,"Male",5,690
"13339",2006-07-26,"chinook salmon",3,"Male",5,700
"13340",2006-07-26,"chinook salmon",3,"Male",5,720
"13341",2006-07-26,"chinook salmon",3,"Male",5,720
"13342",2006-07-26,"chinook salmon",3,"Male",5,740
"13343",2006-07-26,"chinook salmon",3,"Male",6,880
"13344",2006-07-26,"chinook salmon",3,"Male",6,890
"13345",2006-07-27,"chinook salmon",3,"Female",6,900
"13346",2006-07-27,"chinook salmon",3,"Female",6,920
"13347",2006-07-27,"chinook salmon",3,"Female",6,800
"13348",2006-07-27,"chinook salmon",3,"Female",6,940
"13349",2006-07-27,"chinook salmon",3,"Male",4,610
"13350",2006-07-27,"chinook salmon",3,"Male",4,680
"13351",2006-07-27,"chinook salmon",3,"Male",5,770
"13352",2006-07-27,"chinook salmon",3,"Male",5,780
"13353",2006-07-27,"chinook salmon",3,"Male",5,630
"13354",2006-07-27,"chinook salmon",3,"Male",5,720
"13355",2006-07-27,"chinook salmon",3,"Male",6,770
"13356",2006-07-28,"chinook salmon",3,"Female",6,825
"13357",2006-07-28,"chinook salmon",3,"Female",6,840
"13358",2006-07-28,"chinook salmon",3,"Female",6,760
"13359",2006-07-28,"chinook salmon",3,"Female",6,790
"13360",2006-07-28,"chinook salmon",3,"Female",6,810
"13361",2006-07-28,"chinook salmon",3,"Female",6,860
"13362",2006-07-28,"chinook salmon",3,"Male",4,500
"13363",2006-07-28,"chinook salmon",3,"Male",5,750
"13364",2006-07-28,"chinook salmon",3,"Male",5,780
"13365",2006-07-28,"chinook salmon",3,"Male",5,550
"13366",2006-07-28,"chinook salmon",3,"Male",5,600
"13367",2006-07-28,"chinook salmon",3,"Male",5,630
"13368",2006-07-28,"chinook salmon",3,"Male",5,640
"13369",2006-07-28,"chinook salmon",3,"Male",5,670
"13370",2006-07-28,"chinook salmon",3,"Male",5,680
"13371",2006-07-28,"chinook salmon",3,"Male",5,690
"13372",2006-07-29,"chinook salmon",3,"Female",5,840
"13373",2006-07-29,"chinook salmon",3,"Female",5,790
"13374",2006-07-29,"chinook salmon",3,"Female",6,875
"13375",2006-07-29,"chinook salmon",3,"Female",6,955
"13376",2006-07-29,"chinook salmon",3,"Female",6,790
"13377",2006-07-29,"chinook salmon",3,"Female",6,800
"13378",2006-07-29,"chinook salmon",3,"Male",4,590
"13379",2006-07-29,"chinook salmon",3,"Male",4,545
"13380",2006-07-29,"chinook salmon",3,"Male",5,720
"13381",2006-07-29,"chinook salmon",3,"Male",5,790
"13382",2006-07-29,"chinook salmon",3,"Male",5,630
"13383",2006-07-29,"chinook salmon",3,"Male",5,640
"13384",2006-07-29,"chinook salmon",3,"Male",5,650
"13385",2006-07-29,"chinook salmon",3,"Male",5,665
"13386",2006-07-29,"chinook salmon",3,"Male",5,675
"13387",2006-07-29,"chinook salmon",3,"Male",5,710
"13388",2006-07-29,"chinook salmon",3,"Male",5,710
"13389",2006-07-29,"chinook salmon",3,"Male",5,725
"13390",2006-07-29,"chinook salmon",3,"Male",6,780
"13391",2006-07-08,"chum salmon",1,"Female",4,550
"13392",2006-07-08,"chum salmon",1,"Female",4,560
"13393",2006-07-08,"chum salmon",1,"Female",4,500
"13394",2006-07-08,"chum salmon",1,"Male",4,630
"13395",2006-07-08,"chum salmon",1,"Male",4,580
"13396",2006-07-08,"chum salmon",1,"Male",4,640
"13397",2006-07-08,"chum salmon",1,"Female",5,560
"13398",2006-07-08,"chum salmon",1,"Female",5,600
"13399",2006-07-08,"chum salmon",1,"Female",5,550
"13400",2006-07-08,"chum salmon",1,"Female",5,600
"13401",2006-07-08,"chum salmon",1,"Female",5,550
"13402",2006-07-08,"chum salmon",1,"Female",5,570
"13403",2006-07-08,"chum salmon",1,"Female",5,570
"13404",2006-07-08,"chum salmon",1,"Female",5,560
"13405",2006-07-08,"chum salmon",1,"Female",5,550
"13406",2006-07-08,"chum salmon",1,"Female",5,580
"13407",2006-07-08,"chum salmon",1,"Female",5,590
"13408",2006-07-08,"chum salmon",1,"Female",5,520
"13409",2006-07-08,"chum salmon",1,"Female",5,570
"13410",2006-07-08,"chum salmon",1,"Female",5,520
"13411",2006-07-08,"chum salmon",1,"Male",5,540
"13412",2006-07-08,"chum salmon",1,"Male",5,550
"13413",2006-07-08,"chum salmon",1,"Male",5,600
"13414",2006-07-08,"chum salmon",1,"Male",5,570
"13415",2006-07-08,"chum salmon",1,"Male",5,590
"13416",2006-07-08,"chum salmon",1,"Male",5,550
"13417",2006-07-08,"chum salmon",1,"Male",5,630
"13418",2006-07-08,"chum salmon",1,"Male",5,540
"13419",2006-07-08,"chum salmon",1,"Male",5,550
"13420",2006-07-08,"chum salmon",1,"Male",5,560
"13421",2006-07-08,"chum salmon",1,"Male",5,540
"13422",2006-07-08,"chum salmon",1,"Male",5,620
"13423",2006-07-08,"chum salmon",1,"Male",5,580
"13424",2006-07-08,"chum salmon",1,"Male",5,610
"13425",2006-07-08,"chum salmon",1,"Male",5,540
"13426",2006-07-08,"chum salmon",1,"Male",5,590
"13427",2006-07-08,"chum salmon",1,"Male",5,590
"13428",2006-07-08,"chum salmon",1,"Male",5,590
"13429",2006-07-08,"chum salmon",1,"Male",5,570
"13430",2006-07-11,"chum salmon",1,"Female",4,550
"13431",2006-07-11,"chum salmon",1,"Female",5,520
"13432",2006-07-11,"chum salmon",1,"Female",5,525
"13433",2006-07-11,"chum salmon",1,"Female",5,540
"13434",2006-07-11,"chum salmon",1,"Female",5,510
"13435",2006-07-11,"chum salmon",1,"Female",5,550
"13436",2006-07-11,"chum salmon",1,"Female",5,550
"13437",2006-07-11,"chum salmon",1,"Female",5,520
"13438",2006-07-11,"chum salmon",1,"Male",5,600
"13439",2006-07-11,"chum salmon",1,"Male",5,620
"13440",2006-07-11,"chum salmon",1,"Male",5,600
"13441",2006-07-11,"chum salmon",1,"Male",5,530
"13442",2006-07-11,"chum salmon",1,"Male",5,510
"13443",2006-07-11,"chum salmon",1,"Male",5,530
"13444",2006-07-11,"chum salmon",1,"Male",5,540
"13445",2006-07-12,"chum salmon",1,"Male",4,585
"13446",2006-07-12,"chum salmon",1,"Male",4,565
"13447",2006-07-12,"chum salmon",1,"Male",4,590
"13448",2006-07-12,"chum salmon",1,"Female",5,540
"13449",2006-07-12,"chum salmon",1,"Female",5,550
"13450",2006-07-12,"chum salmon",1,"Female",5,520
"13451",2006-07-12,"chum salmon",1,"Female",5,480
"13452",2006-07-12,"chum salmon",1,"Female",5,540
"13453",2006-07-12,"chum salmon",1,"Female",5,560
"13454",2006-07-12,"chum salmon",1,"Female",5,550
"13455",2006-07-12,"chum salmon",1,"Female",5,540
"13456",2006-07-12,"chum salmon",1,"Female",5,550
"13457",2006-07-12,"chum salmon",1,"Female",5,550
"13458",2006-07-12,"chum salmon",1,"Female",5,565
"13459",2006-07-12,"chum salmon",1,"Female",5,575
"13460",2006-07-12,"chum salmon",1,"Female",5,545
"13461",2006-07-12,"chum salmon",1,"Female",5,555
"13462",2006-07-12,"chum salmon",1,"Female",5,545
"13463",2006-07-12,"chum salmon",1,"Female",5,560
"13464",2006-07-12,"chum salmon",1,"Female",5,540
"13465",2006-07-12,"chum salmon",1,"Female",5,550
"13466",2006-07-12,"chum salmon",1,"Female",5,530
"13467",2006-07-12,"chum salmon",1,"Female",5,555
"13468",2006-07-12,"chum salmon",1,"Female",5,540
"13469",2006-07-12,"chum salmon",1,"Male",5,545
"13470",2006-07-12,"chum salmon",1,"Male",5,555
"13471",2006-07-12,"chum salmon",1,"Male",5,560
"13472",2006-07-12,"chum salmon",1,"Male",5,580
"13473",2006-07-12,"chum salmon",1,"Male",5,610
"13474",2006-07-12,"chum salmon",1,"Male",5,560
"13475",2006-07-12,"chum salmon",1,"Male",5,580
"13476",2006-07-12,"chum salmon",1,"Male",5,560
"13477",2006-07-12,"chum salmon",1,"Male",5,580
"13478",2006-07-12,"chum salmon",1,"Male",5,615
"13479",2006-07-12,"chum salmon",1,"Male",5,550
"13480",2006-07-12,"chum salmon",1,"Male",5,620
"13481",2006-07-12,"chum salmon",1,"Male",5,555
"13482",2006-07-12,"chum salmon",1,"Male",5,610
"13483",2006-07-13,"chum salmon",1,"Male",4,540
"13484",2006-07-13,"chum salmon",1,"Female",5,520
"13485",2006-07-13,"chum salmon",1,"Female",5,540
"13486",2006-07-13,"chum salmon",1,"Female",5,510
"13487",2006-07-13,"chum salmon",1,"Female",5,520
"13488",2006-07-13,"chum salmon",1,"Female",5,480
"13489",2006-07-13,"chum salmon",1,"Female",5,510
"13490",2006-07-13,"chum salmon",1,"Female",5,520
"13491",2006-07-13,"chum salmon",1,"Female",5,530
"13492",2006-07-13,"chum salmon",1,"Female",5,540
"13493",2006-07-13,"chum salmon",1,"Female",5,510
"13494",2006-07-13,"chum salmon",1,"Female",5,550
"13495",2006-07-13,"chum salmon",1,"Female",5,575
"13496",2006-07-13,"chum salmon",1,"Female",5,560
"13497",2006-07-13,"chum salmon",1,"Female",5,605
"13498",2006-07-13,"chum salmon",1,"Female",5,550
"13499",2006-07-13,"chum salmon",1,"Female",5,570
"13500",2006-07-13,"chum salmon",1,"Female",5,550
"13501",2006-07-13,"chum salmon",1,"Female",5,560
"13502",2006-07-13,"chum salmon",1,"Female",5,590
"13503",2006-07-13,"chum salmon",1,"Female",5,555
"13504",2006-07-13,"chum salmon",1,"Female",5,560
"13505",2006-07-13,"chum salmon",1,"Female",5,510
"13506",2006-07-13,"chum salmon",1,"Female",5,550
"13507",2006-07-13,"chum salmon",1,"Female",5,540
"13508",2006-07-13,"chum salmon",1,"Female",5,550
"13509",2006-07-13,"chum salmon",1,"Female",5,540
"13510",2006-07-13,"chum salmon",1,"Female",5,550
"13511",2006-07-13,"chum salmon",1,"Female",5,510
"13512",2006-07-13,"chum salmon",1,"Female",5,540
"13513",2006-07-13,"chum salmon",1,"Female",5,550
"13514",2006-07-13,"chum salmon",1,"Male",5,580
"13515",2006-07-13,"chum salmon",1,"Male",5,580
"13516",2006-07-13,"chum salmon",1,"Male",5,575
"13517",2006-07-13,"chum salmon",1,"Male",5,560
"13518",2006-07-13,"chum salmon",1,"Male",5,640
"13519",2006-07-13,"chum salmon",1,"Male",5,580
"13520",2006-07-13,"chum salmon",1,"Male",5,600
"13521",2006-07-13,"chum salmon",1,"Male",5,570
"13522",2006-07-13,"chum salmon",1,"Male",5,530
"13523",2006-07-13,"chum salmon",1,"Male",5,600
"13524",2006-07-13,"chum salmon",1,"Male",5,590
"13525",2006-07-13,"chum salmon",1,"Male",5,560
"13526",2006-07-13,"chum salmon",1,"Male",5,600
"13527",2006-07-13,"chum salmon",1,"Male",5,610
"13528",2006-07-13,"chum salmon",1,"Male",5,560
"13529",2006-07-13,"chum salmon",1,"Male",5,565
"13530",2006-07-13,"chum salmon",1,"Male",5,580
"13531",2006-07-13,"chum salmon",1,"Male",5,555
"13532",2006-07-13,"chum salmon",1,"Male",5,615
"13533",2006-07-13,"chum salmon",1,"Male",5,575
"13534",2006-07-13,"chum salmon",1,"Male",5,620
"13535",2006-07-13,"chum salmon",1,"Male",5,570
"13536",2006-07-13,"chum salmon",1,"Male",5,600
"13537",2006-07-14,"chum salmon",1,"Female",4,525
"13538",2006-07-14,"chum salmon",1,"Female",4,520
"13539",2006-07-14,"chum salmon",1,"Male",4,550
"13540",2006-07-14,"chum salmon",1,"Female",5,550
"13541",2006-07-14,"chum salmon",1,"Female",5,525
"13542",2006-07-14,"chum salmon",1,"Female",5,480
"13543",2006-07-14,"chum salmon",1,"Female",5,550
"13544",2006-07-14,"chum salmon",1,"Female",5,560
"13545",2006-07-14,"chum salmon",1,"Female",5,540
"13546",2006-07-14,"chum salmon",1,"Female",5,550
"13547",2006-07-14,"chum salmon",1,"Female",5,590
"13548",2006-07-14,"chum salmon",1,"Female",5,520
"13549",2006-07-14,"chum salmon",1,"Female",5,580
"13550",2006-07-14,"chum salmon",1,"Female",5,570
